#;scans;Technique_of_Medical_Image;Plane;body_part;modality_label_rm;Secuence_label;calidad;modality_label_rx;modality_label_ct;modality_label_nm;modality_label_us;modality_label_light;modality_label_elec;modality_label_oph;Columna2;Contrast
1;Ph4AXIALLAVAMultiphase;MRI;ax;;;;;;;;;;;;;
1;SAGT1FSPGR;MRI;sag;;T1w;;;;;;;;;;;
1;DIFU_AXIAL_CUELLO;MRI;ax;;dwi;;;;;;;;;;;
1;MR2-cornal;MRI;cor;;;;;;;;;;;;;
1;AXT1cervicalcte;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-SAGGADO;MRI;sag;;;;;;;;;;;;;GD
1;MR2-GRADIENTET2AXIAL;MRI;ax;;T2w;gre;;;;;;;;;;
1;PosDisp11SAGITALDPCERV;MRI;sag;;;;;;;;;;;;;
1;SagT1FLAIRPROPELLER;MRI;sag;;T1w;;;;;;;;;;;
1;axialT2LUMBAR40cte;MRI;ax;;T2w;tse;;;;;;;;;;
1;2,08449E+13;MRI;;;;;;;;;;;;;;
1;CORFLAIRC;MRI;cor;;;;;;;;;;;;;
1;V3D_PCA_SAG;MRI;sag;;;;3D;;;;;;;;;
1;AXT1dorsalcte;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-SagT1SE;MRI;sag;;T1w;;;;;;;;;;;
1;GENERACION;MRI;;;;;;;;;;;;;;
1;SAGITALT1OI;MRI;sag;;T1w;;;;;;;;;;;
1;WIILIS1;MRI;;;;;;;;;;;;;;
1;WPOSTERIO;MRI;;;;;;;;;;;;;;
1;SAGT1DORSALFSGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;AXIALGRADIENTET2AP;MRI;ax;;T2w;gre;;;;;;;;;;
1;CORONALT2EPILEPSIA;MRI;cor;;T2w;tse;;;;;;;;;;
1;sagstirCERV;MRI;sag;;;stir;;;;;;;;;;
1;CorT2HIPOCAMPO;MRI;cor;;T2w;tse;;;;;;;;;;
1;PROBESV35GB;MRI;;;;;;;;;;;;;;
1;Ph2AxLAVAXV;MRI;ax;;;;;;;;;;;;;
1;sag3DT1FastSPGR;MRI;sag;;T1w;;3D;;;;;;;;;
1;PosDisp___11__SAGITAL_T2_CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp___10__SAGITAL_T2_CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;PosDisp___8__SAGITAL_T2_CERV;MRI;sag;;T2w;tse;;;;;;;;;;
1;t1_se_sag_700ms;MRI;sag;;T1w;;;;;;;;;;;
1;ph1SUBTRICKSAVM07s48PhaseSVT;MRI;;;;;;;;;;;;;;
1;T1CCOL;MRI;;;T1w;;;;;;;;;;;
1;MR2-mprsagital;MRI;sag;;;;;;;;;;;;;
1;MR1-tDWSSh1000;MRI;;;;;;;;;;;;;;
1;1,84421E+17;MRI;;;;;;;;;;;;;;
1;MR2-ExponentialApparentDiffusionCoefficient;MRI;;;dwi;;;;;;;;;;;
1;AxCUBET1C;MRI;ax;;T1w;;;;;;;;;;;
1;AXIALT1DORSAL;MRI;ax;;T1w;;;;;;;;;;;
1;AXIALT2DORSAL;MRI;ax;;T2w;tse;;;;;;;;;;
1;ThickslabMRCPASSET;MRI;;;;;;;;;;;;;;
1;MR2-AXIALGADO;MRI;ax;;;;;;;;;;;;;GD
1;SAGITALT1OD;MRI;sag;;T1w;;;;;;;;;;;
1;AXFAMEpelvis;MRI;ax;;;;;;;;;;;;;
1;InPhaseAx3DFSPGRIDEAL;MRI;ax;;;;3D;;;;;;;;;
1;MR2-CAIIZQUIERDO;MRI;;;;;;;;;;;;;;
1;AXT23MM;MRI;ax;;T2w;tse;;;;;;;;;;
1;CERVGADO;MRI;;;;;;;;;;;;;;GD
1;Ax2DMERGEBLOQUE;MRI;ax;;;;;;;;;;;;;
1;SAGT1LUMBARFSGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;fl_pc_3D_fast_mip_tra_MSUM;MRI;ax;;;;3D;;;;;;;;;
1;AxT1SEPERFUSIONGD;MRI;ax;;pwi;;;;;;;;;;;GD
1;SENOVENOSOS;MRI;;;;;;;;;;;;;;
1;AXT1FSATCERV;MRI;ax;;T1w;;;;;;;;;;;
1;AXIALT2CISS_iso_08;MRI;ax;;T2w;tse;;;;;;;;;;
1;EPI_DIFU_SAG_CERV;MRI;sag;;dwi;;;;;;;;;;;
1;t2_tirm_fs_tra_pace;MRI;ax;;T2w;tse;;;;;;;;;;
1;corDPFSAT;MRI;cor;;;;;;;;;;;;;
1;DIFUSIONCORONALB1000;MRI;cor;;dwi;;;;;;;;;;;
1;AxCubeT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;SAGITALTRIGEMINOIZQUIERDO;MRI;sag;;;;;;;;;;;;;
1;VASCSENOSCTE_MIP_SAG;MRI;sag;;;;;;;;;;;;;
1;AXT1FATSAT1FASE;MRI;ax;;T1w;;;;;;;;;;;
1;AXT1FATSAT2FASE;MRI;ax;;;;;;;;;;;;;
1;CorT2FINOMICRO;MRI;cor;;T2w;tse;;;;;;;;;;
1;AXIALT2CISS_iso_04;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORT2FATSAT;MRI;cor;;T2w;tse;;;;;;;;;;
1;SagT1FSATIZQGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;AXT1FATSAT3FASE;MRI;ax;;T1w;;;;;;;;;;;
1;SagT1FSEGADO;MRI;sag;;T1w;;;;;;;;;;;GD
1;WANT;MRI;;;;;;;;;;;;;;
1;TOF_2D_obl_MIP_SAG;MRI;sag;;;;;;;;;;;;;
1;SAGT1L;MRI;sag;;T1w;;;;;;;;;;;
1;SAGITALT13mm;MRI;sag;;T1w;;;;;;;;;;;
1;AXIALT2FLAIR3mm36CORTES;MRI;ax;;T2w;tse;;;;;;;;;;
1;WIZQUIERD;MRI;;;;;;;;;;;;;;
1;ESPECTROSVTE144;MRI;;;;;;;;;;;;;;
1;IZQDA;MRI;;;;;;;;;;;;;;
1;corT1FS;MRI;cor;;T1w;;;;;;;;;;;
1;MIPIZDA;MRI;;;;;;;;;;;;;;
1;ph6TRICKSORBITAS;MRI;;;;;;;;;;;;;;
1;SagT1cervicalgad;MRI;sag;;T1w;;;;;;;;;;;
1;SAGITALT1IZQUIERDO;MRI;sag;;T1w;;;;;;;;;;;
1;CorT2FSEThinfosaposterior;MRI;cor;;T2w;tse;;;;;;;;;;
1;AXIALT1CONMT44CORTES;MRI;ax;;T1w;;;;;;;;;;;
1;MR3-AXMIPPW;MRI;ax;;;;;;;;;;;;;
1;MPRCORGD;MRI;cor;;;;;;;;;;;;;GD
1;SAGT2FSE;MRI;sag;;T2w;tse;;;;;;;;;;
1;pdt2_tse_tra_4mm;MRI;ax;;PDT2;tse;;;;;;;;;;
1;SagT1dorsalgad;MRI;sag;;T1w;;;;;;;;;;;
1;2,15981E+19;MRI;;;;;;;;;;;;;;
1;AXIALNSSFSEPULMON;MRI;ax;;;;;;;;;;;;;
1;MR2-SAGMPRAGE;MRI;sag;;;mprage;;;;;;;;;;
1;AXGFSPGRBRAVO;MRI;ax;;;;;;;;;;;;;
1;3Dt2_spc_tra_p2_iso_06;MRI;ax;;T2w;tse;3D;;;;;;;;;
1;1,29116E+13;MRI;;;;;;;;;;;;;;
1;SAGT1fsCERVICALc;MRI;sag;;T1w;;;;;;;;;;;
1;AxT13DfSPGR;MRI;ax;;T1w;;3D;;;;;;;;;
1;TSA2;MRI;;;;;;;;;;;;;;
1;AxT2PROPThin;MRI;ax;;T2w;tse;;;;;;;;;;
1;FractionalAnsio00;MRI;;;;;;;;;;;;;;
1;SAGITALVENOSOCABEZAGD;MRI;sag;;;;;;;;;;;;;GD
1;CORFAME;MRI;cor;;;;;;;;;;;;;
1;VASC__VENOSO_VENOSO;MRI;;;;;;;;;;;;;;
1;SagT1FSATIZDACTE;MRI;sag;;T1w;;;;;;;;;;;
1;TSA3;MRI;;;;;;;;;;;;;;
1;AXIALT140CORTES;MRI;ax;;T1w;;;;;;;;;;;
1;TSA4;MRI;;;;;;;;;;;;;;
1;MR2-SAGITAL3DT1;MRI;sag;;T1w;;3D;;;;;;;;;
1;MR1-sag3dt1;MRI;sag;;T1w;;3D;;;;;;;;;
1;CORONALT1MEMP;MRI;cor;;T1w;;;;;;;;;;;
1;MR1-PROBEPRESSTECORTO;MRI;cor;;;;;;;;;;;;;
1;CORT1FS3MMGD;MRI;cor;;T1w;;;;;;;;;;;GD
1;Ph3AX3DFSPGRFAME;MRI;ax;;;;3D;;;;;;;;;
1;NAVEGADORBRAVOCEREBRALGD;MRI;;;;;;;;;;;;;;GD
1;BloodVolumeRelative;MRI;;;;;;;;;;;;;;
1;MIPAXIAL;MRI;ax;;;;;;;;;;;;;
1;SAGITALT1DORSGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;6,55161E+16;MRI;;;;;;;;;;;;;;
1;MR2-CORONALT1MIELINA;MRI;cor;;T1w;;;;;;;;;;;
1;SAGSSFSElumbar;MRI;sag;;;;;;;;;;;;;
1;AXIALT1DORSOLUMBARgd;MRI;ax;;T1w;;;;;;;;;;;GD
1;VASC__VENOSO;MRI;;;;;;;;;;;;;;
1;MR2-SAGFSPGRBRAVOC;MRI;sag;;;;;;;;;;;;;
1;t2_tse_COR;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR1-axialt1;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-3plT2FGRES;MRI;3pl;;T2w;gre;;;;;;;;;;
1;SAGSET1;MRI;sag;;T1w;;;;;;;;;;;
1;AXFSPGR3DC12;MRI;ax;;;;3D;;;;;;;;;
1;CORT2FLAIR3MM;MRI;cor;;T2w;tse;;;;;;;;;;
1;SAGDPBOCACERRADA;MRI;sag;;;;;;;;;;;;;GD
1;AXIAL_T1_fs_SE_GD;MRI;ax;;T1w;;;;;;;;;;;GD
1;MR2-AXIALGRT2;MRI;ax;;T2w;gre;;;;;;;;;;
1;EFGRE3DSAGT1;MRI;sag;;T1w;;3D;;;;;;;;;
1;CORONATLT2AR;MRI;cor;;T2w;tse;;;;;;;;;;
1;Ax3DFSPGRFAMECAISVACIO;MRI;ax;;;;3D;;;;;;;;;
1;CORT1GDCLEAR;MRI;cor;;T1w;;;;;;;;;;;GD
1;AxialT1recons;MRI;ax;;T1w;;;;;;;;;;;
1;ep2d_diff_3scan_trace_ADC;MRI;ax;;dwi;;;;;;;;;;;
1;cort1FSPGR3DNAVEGADOR;MRI;cor;;T1w;;3D;;;;;;;;;GD
1;MR2-ep2d_diff_mddw_12;MRI;;;dwi;;;;;;;;;;;
1;MR2-t1_mprage_sag_p2_iso_10;MRI;sag;;T1w;mprage;;;;;;;;;;
1;AXT1MEMPFAT;MRI;ax;;T1w;;;;;;;;;;;
1;AXIAL_3D_TOF_GD;MRI;ax;;;;3D;;;;;;;;;GD
1;MR1-CORONAL;MRI;cor;;;;;;;;;;;;;
1;MR1-SAGITALIRT1;MRI;sag;;T1w;;;;;;;;;;;
1;RESTASAGT1;MRI;sag;;T1w;;;;;;;;;;;
1;AXI2DFIESTA;MRI;ax;;;;;;;;;;;;;
1;CorT2FSEThinHIPOC;MRI;cor;;T2w;tse;;;;;;;;;;
1;SAGFSET23MM;MRI;sag;;T2w;tse;;;;;;;;;;
1;MR2-sB1000;MRI;;;;;;;;;;;;;;
1;AXT1FSElumbar;MRI;ax;;T1w;;;;;;;;;;;
1;MR3-SAGT1;MRI;sag;;T1w;;;;;;;;;;;
1;CORT1FSEFINOC;MRI;cor;;T1w;;;;;;;;;;;
1;SagT1SECIV;MRI;sag;;T1w;;;;;;;;;;;
1;MR2-T1SEAXIAL;MRI;ax;;T1w;;;;;;;;;;;
1;SENOS;MRI;;;;;;;;;;;;;;
1;AxINFSDINAMICO;MRI;ax;;;;;;;;;;;;;
1;2,50691E+19;MRI;;;;;;;;;;;;;;
1;cort1fatsat;MRI;cor;;T1w;;;;;;;;;;;
1;AxT1FSEIACGado;MRI;ax;;T1w;;;;;;;;;;;GD
1;AXIALT2FATSAT2APNEAS;MRI;ax;;T2w;tse;;;;;;;;;;
1;MR1-mpraxlobtemp;MRI;ax;;;;;;;;;;;;;
1;1,90021E+19;MRI;;;;;;;;;;;;;;
1;CORONAL3D;MRI;cor;;;;3D;;;;;;;;;
1;AXIALT2fs;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIALFIESTAC;MRI;ax;;;;;;;;;;;;;
1;AXT1FATSAT;MRI;ax;;T1w;;;;;;;;;;;
1;DIFEPIb01000_ADC;MRI;;;dwi;;;;;;;;;;;
1;AXIALT2FS2APNEAS;MRI;ax;;T2w;tse;;;;;;;;;;
1;2,89409E+13;MRI;;;;;;;;;;;;;;
1;AXIALT2FLAIR3mmC;MRI;ax;;T2w;tse;;;;;;;;;;
1;3PLANOSAPNEA;MRI;3pl;;;;;;;;;;;;;
1;CORFLAIR30TEMPORALES;MRI;cor;;;;;;;;;;;;;
1;SAGFSET23mmOPCIONAL;MRI;sag;;T2w;tse;;;;;;;;;;
1;WDCHO;MRI;;;;;;;;;;;;;;
1;AXIALT22APNEAS;MRI;ax;;T2w;tse;;;;;;;;;;
1;VERTEBRALDER;MRI;;;;;;;;;;;;;;
1;SAG_T2_A_R__LINEA_MEDIA;MRI;sag;;T2w;tse;;;;;;;;;;
1;1,94501E+18;MRI;;;;;;;;;;;;;;
1;MR1-T2W_3D_DRIVE;MRI;;;T2w;tse;3D;;;;;;;;;
1;T13DTFEVOL;MRI;;;T1w;;3D;;;;;;;;;
1;2,77501E+19;MRI;;;;;;;;;;;;;;
1;FATAx3DFSPGRIDEAL;MRI;ax;;;;3D;;;;;;;;;
1;SAGITALT1FATSATDOR;MRI;sag;;T1w;;;;;;;;;;;
1;OSagT2fsFSES3mmIZQUIERDA;MRI;sag;;T2w;tse;;;;;;;;;;
1;FIESTAAX;MRI;ax;;;;;;;;;;;;;
1;MR2-CORONALIRT1;MRI;cor;;T1w;;;;;;;;;;;
1;WATERCorIDEALT1;MRI;cor;;T1w;;;;;;;;;;;
1;MR4-mprcvoronalflair;MRI;;;;;;;;;;;;;;
1;eSTIR_aTSECLEAR;MRI;;;;stir;;;;;;;;;;
1;GDCEREBRALCORONAL;MRI;cor;;;;;;;;;;;;;GD
1;MR4-mprcoronalflair;MRI;cor;;;;;;;;;;;;;
1;Ph5AXIALLAVAMultiphase;MRI;ax;;;;;;;;;;;;;
1;SagT1FSEFSDL;MRI;sag;;T1w;;;;;;;;;;;
1;MR4-SagitalCAIizq;MRI;sag;;;;;;;;;;;;;
1;MR2-SAGGADO;MRI;sag;;;;;;;;;;;;;GD
1;corswan;MRI;cor;;;;;;;;;;;;;
1;3,07242E+15;MRI;;;;;;;;;;;;;;
1;3,07242E+15;MRI;;;;;;;;;;;;;;
1;AxT1CFS;MRI;ax;;T1w;;;;;;;;;;;
1;AX2503;MRI;ax;;;;;;;;;;;;;
1;PJN3DTOF2SLABFSMTASSET;MRI;;;;;3D;;;;;;;;;
1;AVENDCHO;MRI;;;;;;;;;;;;;;
1;SAGITALT1FSODGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;CorInhance3DVelocity;MRI;cor;;;;3D;;;;;;;;;
1;SAGINFAT;MRI;sag;;;;;;;;;;;;;
1;AXFINOfsat;MRI;ax;;;;;;;;;;;;;
1;axFLAIRONCOLOGICOS;MRI;ax;;;;;;;;;;;;;
1;fl3d_ce_cor_TSA;MRI;cor;;;;3D;;;;;;;;;
1;AXIALINFSPANCREAS;MRI;ax;;;;;;;;;;;;;
1;STIR_TSE_Cor;MRI;cor;;;stir;;;;;;;;;;
1;T2weightedtrace00;MRI;ax;;T2w;tse;;;;;;;;;;
1;SagT1lumbargad;MRI;sag;;T1w;;;;;;;;;;;
1;AXSpinEchoGDfcmemp;MRI;ax;;;;;;;;;;;;;GD
1;tof_fi3d_tra_Multislab_MIP_SAG;MRI;sag;;;;3D;;;;;;;;;
1;CORONALT1fs;MRI;cor;;T1w;;;;;;;;;;;
1;MR2-SagT1SE;MRI;sag;;T1w;;;;;;;;;;;
1;MultiPlanarReconstructionMPROb_Sag_RL_Average_sp10_th;MRI;sag;;;;;;;;;;;;;
1;2,63481E+14;MRI;;;;;;;;;;;;;;
1;CORMERGE;MRI;cor;;;;;;;;;;;;;
1;AXIALINFSBLOQUEcervicalgd;MRI;ax;;;;;;;;;;;;;GD
1;MR1-AxDWI;MRI;ax;;dwi;;;;;;;;;;;
1;AXFastCINEPC20;MRI;ax;;;;;;;;;;;;;
1;3dcerebral;MRI;;;;;3D;;;;;;;;;
1;MultiPlanarReconstructionMPROb_Sag_RL_Average_sp20_th;MRI;sag;;;;;;;;;;;;;
1;t2_spc_sag;MRI;sag;;T2w;tse;;;;;;;;;;
1;Vesselscout_PC_COR_MSUM;MRI;cor;;;;;;;;;;;;;
1;MultiPlanarReconstructionMPROb_Ax_SI_Average_sp20_th;MRI;ax;;;;;;;;;;;;;
1;SST2;MRI;;;T2w;tse;;;;;;;;;;
1;SAGITALT1SEC;MRI;sag;;T1w;;;;;;;;;;;
1;MR1-DUAL_TSE;MRI;;;;tse;;;;;;;;;;
1;AxFAMEBH;MRI;ax;;;;;;;;;;;;;
1;OblT13DFATC;MRI;;;T1w;;3D;;;;;;;;;
1;AXIALSTIRMAXILOCUELLO;MRI;ax;;;stir;;;;;;;;;;
1;AXIALPC;MRI;ax;;;;;;;;;;;;;
1;SAGGR3DT1C;MRI;sag;;T1w;;3D;;;;;;;;;
1;SAGFLAIRCUBET2;MRI;sag;;T2w;tse;;;;;;;;;;
1;Ph3AxLAVAXV;MRI;ax;;;;;;;;;;;;;
1;MultiPlanarReconstructionMPROb_Ax_SI_Average_sp30_th;MRI;ax;;;;;;;;;;;;;
1;AXIALINFSMAXILOCUELLO;MRI;ax;;;;;;;;;;;;;
1;SAGITALSTIRIZQ;MRI;sag;;;stir;;;;;;;;;;
1;SagSTIRcerv;MRI;sag;;;stir;;;;;;;;;;
1;MR2-AXIAL3DT1NAVEGACION;MRI;ax;;T1w;;3D;;;;;;;;;
1;SPGR3DAXMTOFF;MRI;ax;;;;3D;;;;;;;;;
1;DWI800;MRI;;;dwi;;;;;;;;;;;
1;SAGT2PROPELLER;MRI;sag;;T2w;tse;;;;;;;;;;
1;Ax_FAME____C;MRI;ax;;;;;;;;;;;;;
1;VASCVENOSO;MRI;;;;;;;;;;;;;;
1;AxT1CIV;MRI;ax;;T1w;;;;;;;;;;;
1;SAGITALIRT1;MRI;sag;;T1w;;;;;;;;;;;
1;t1FS_vibe_tra_2mmGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;CORT1HIPOARC;MRI;cor;;T1w;;;;;;;;;;;
1;2,56112E+15;MRI;;;;;;;;;;;;;;
1;AXIALINFSCUELLO;MRI;ax;;;;;;;;;;;;;
1;CORONALT1CERV;MRI;cor;;T1w;;;;;;;;;;;
1;AXT1SEGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;SagT1FSECTE;MRI;sag;;T1w;;;;;;;;;;;
1;AXGRET2CERVICAL;MRI;ax;;T2w;gre;;;;;;;;;;
1;CORFSET1CTE;MRI;cor;;T1w;;;;;;;;;;;
1;MR1-MInIpswi;MRI;;;SWI;;;;;;;;;;;
1;AXIALT2CUELLO;MRI;ax;;T2w;tse;;;;;;;;;;
1;SAGITALPC;MRI;sag;;;;;;;;;;;;;
1;2,21911E+13;MRI;;;;;;;;;;;;;;
1;CORT1MEMPgd;MRI;cor;;T1w;;;;;;;;;;;GD
1;MR1-T2FFE;MRI;;;T2w;tse;;;;;;;;;;
1;EFGRE3DSAGITALt1GD;MRI;sag;;T1w;;3D;;;;;;;;;GD
1;AXGRECERVICAL;MRI;ax;;;;;;;;;;;;;
1;AxT1SEMT;MRI;ax;;T1w;;;;;;;;;;;
1;sagT2;MRI;sag;;T2w;tse;;;;;;;;;;
1;bas_MoCoSeries;MRI;;;;;;;;;;;;;;
1;MR1-AXI3DVIBEXA8C;MRI;ax;;;;3D;;;;;;;;;
1;MR1-AAHead_Scout;MRI;;;;;;;;;;;;;;
1;AXIALT2FSECAROT;MRI;ax;;T2w;tse;;;;;;;;;;
1;EFGRE3DAXIALt1GD;MRI;ax;;T1w;;3D;;;;;;;;;GD
1;PosDisp18AXT2DORSDISCOS22C;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORT1CMICRO;MRI;cor;;T1w;;;;;;;;;;;
1;MultiPlanarReconstructionMPROb_Cor_AP_Average_sp12_th;MRI;cor;;;;;;;;;;;;;
1;AXiIAL3mm;MRI;ax;;;;;;;;;;;;;
1;sagdpt2;MRI;sag;;T2w;tse;;;;;;;;;;GD
1;SAGFIESTAMIELO;MRI;sag;;;;;;;;;;;;;
1;AxT2FatSAT;MRI;ax;;T2w;tse;;;;;;;;;;
1;SAGITALT1CERVfsgd;MRI;sag;;T1w;;;;;;;;;;;GD
1;CorT1FSEIAC;MRI;cor;;T1w;;;;;;;;;;;
1;AXIALT1FSGD1MIN;MRI;ax;;T1w;;;;;;;;;;;GD
1;SAGT1BOCAABIERTA;MRI;sag;;T1w;;;;;;;;;;;
1;MR1-LOC3PCEREBRAL;MRI;3pl;;;;;;;;;;;;;
1;COLSAG2DPC;MRI;sag;;;;;;;;;;;;;
1;AXTERESAINOUT;MRI;ax;;;;;;;;;;;;;
1;T1GDCERSAG;MRI;sag;;T1w;;;;;;;;;;;GD
1;CAROTIDAIZDA;MRI;;;;;;;;;;;;;;
1;ph7TRICKSORBITAS;MRI;;;;;;;;;;;;;;
1;SAGITALT1SEODERECHA;MRI;sag;;T1w;;;;;;;;;;;
1;SagT1mempESTRICTO;MRI;sag;;T1w;;;;;;;;;;;
1;AXT2FLAIRasset;MRI;ax;;T2w;tse;;;;;;;;;;
1;1,98431E+19;MRI;;;;;;;;;;;;;;
1;MR1-unknown;MRI;;;;;;;;;;;;;;
1;CORCUBE;MRI;cor;;;;;;;;;;;;;
1;1,76309E+15;MRI;;;;;;;;;;;;;;
1;MR2-3DTOF;MRI;;;;;3D;;;;;;;;;
1;AXIALT1FSGD15MIN;MRI;ax;;T1w;;;;;;;;;;;GD
1;CORSPIRT1;MRI;cor;;T1w;;;;;;;;;;;
1;AxT2FRFSERTrFatSATpelvis;MRI;ax;;T2w;tse;;;;;;;;;;
1;CORONALT1FSEGAD;MRI;cor;;T1w;;;;;;;;;;;
1;HASTE_T2_CORONAL_LUMBAR;MRI;cor;;T2w;haste;;;;;;;;;;
1;1,61181E+17;MRI;;;;;;;;;;;;;;
1;2,54112E+19;MRI;;;;;;;;;;;;;;
1;SagSTIRPROPELLER;MRI;sag;;;stir;;;;;;;;;;
1;MR1-CORT2;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR3-sagital;MRI;sag;;;;;;;;;;;;;
1;AXIAL3DTOFCAROTIDAS_MIP_SAG;MRI;ax;;;;3D;;;;;;;;;
1;AXIAL3DTOFWILLISCTE_MIP_SAG;MRI;ax;;;;3D;;;;;;;;;
1;TOF_2D_obl;MRI;;;;;;;;;;;;;;
1;SAGFIESTA3DCERVDORS;MRI;sag;;;;3D;;;;;;;;;
1;corcubeflairfat;MRI;cor;;;;;;;;;;;;;
1;MR1-OAxdynEPISEEPI;MRI;ax;;;;;;;;;;;;;
1;CORSEGADO;MRI;cor;;;;;;;;;;;;;GD
1;MR1-AXIALFLAIR;MRI;ax;;;;;;;;;;;;;
1;t2_tse_axial;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIALINFSMAXILO;MRI;ax;;;;;;;;;;;;;
1;MR1-AxT2FLAIR;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXIAL40C;MRI;ax;;;;;;;;;;;;;
1;WILLISPOST;MRI;;;;;;;;;;;;;;
1;AXT1FATSA;MRI;ax;;T1w;;;;;;;;;;;
1;SagT1CERVICODORSALCTE;MRI;sag;;T1w;;;;;;;;;;;
1;CORINFSCTE;MRI;cor;;;;;;;;;;;;;
1;3DSagT2CUBEFLAIR;MRI;sag;;T2w;tse;3D;;;;;;;;;
1;AXT2DORSDISCOS22C;MRI;ax;;T2w;tse;;;;;;;;;;
1;SagDPCERVICAL;MRI;sag;;;;;;;;;;;;;GD
1;T1W_TSE_sag;MRI;sag;;T1w;tse;;;;;;;;;;
1;AxT1FS;MRI;ax;;T1w;;;;;;;;;;;
1;SUB_S14S5_1;MRI;;;;;;;;;;;;;;
1;MR2-axialt1;MRI;ax;;T1w;;;;;;;;;;;
1;AXIALFLAIS;MRI;ax;;;;;;;;;;;;;
1;MR2-3plT2FGRES;MRI;3pl;;T2w;gre;;;;;;;;;;
1;CorT1FSsenocav;MRI;cor;;T1w;;;;;;;;;;;
1;AXIAL3DTOFCTE_MIP_SAG;MRI;ax;;;;3D;;;;;;;;;
1;AXIAL_STIR_ORB;MRI;ax;;;stir;;;;;;;;;;
1;3D;MRI;;;;;3D;;;;;;;;;
1;AXIAL3DT1FSPGR8CGD;MRI;ax;;T1w;;3D;;;;;;;;;GD
1;SAGITAL3DVENOSOCEREBRALGD_MIP_COR;MRI;sag;;;;3D;;;;;;;;;GD
1;AXCUBE;MRI;ax;;;;;;;;;;;;;
1;MR1-CORT2FLAIR;MRI;cor;;T2w;tse;;;;;;;;;;
1;SAGITALVENOSOCABEZAGD_SUB_MIP_COR;MRI;sag;;;;;;;;;;;;;GD
1;CORT1AR;MRI;cor;;T1w;;;;;;;;;;;
1;SAG_STIR_TSE_SENSE;MRI;sag;;;stir;;;;;;;;;;
1;AXLOCTOFMIP;MRI;ax;;;;;;;;;;;;;
1;VERTEBRALIZDA;MRI;;;;;;;;;;;;;;
1;SAGITALT1CERVICALCTE;MRI;sag;;T1w;;;;;;;;;;;
1;MR1-CORFLAIR;MRI;cor;;;;;;;;;;;;;
1;2,72171E+20;MRI;;;;;;;;;;;;;;
1;AverageDC32B1000;MRI;;;;;;;;;;;;;;
1;CORT1FATc;MRI;cor;;T1w;;;;;;;;;;;
1;AXIALT1LUMBARGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;SAGINFSDORSALC;MRI;sag;;;;;;;;;;;;;
1;TRAT1VOL;MRI;ax;;T1w;;;;;;;;;;;
1;CORDPT2;MRI;cor;;T2w;tse;;;;;;;;;;
1;t1_tse_tra_;MRI;ax;;T1w;tse;;;;;;;;;;
1;CorT13DSPGR;MRI;cor;;T1w;;3D;;;;;;;;;
1;AXCINE15;MRI;ax;;;;;;;;;;;;;
1;T2AXcuello;MRI;ax;;T2w;tse;;;;;;;;;;
1;AXCINE30;MRI;ax;;;;;;;;;;;;;
1;SAGT1DORSALFATGADOLINIO;MRI;sag;;T1w;;;;;;;;;;;GD
1;MR1-T2W_3D_TSE;MRI;;;T2w;tse;3D;;;;;;;;;
1;MR2-T1W_IR;MRI;;;T1w;;;;;;;;;;;
1;STIR_HUESO;MRI;;;;stir;;;;;;;;;;
1;MR2-mprcorlobtemp;MRI;cor;;;;;;;;;;;;;
1;AxT1cervical;MRI;ax;;T1w;;;;;;;;;;;
1;MR2-SagT2;MRI;sag;;T2w;tse;;;;;;;;;;
1;SAGITAL3DVENOSOCEREBRALGD_TT10s;MRI;sag;;T1w;;3D;;;;;;;;;GD
1;TSA_2D;MRI;;;;;;;;;;;;;;
1;OSagT2fsFSES3mmDERECHA;MRI;sag;;T2w;tse;;;;;;;;;;
1;ax3ddorsal;MRI;ax;;;;3D;;;;;;;;;
1;SAGT1LUMBARGADOLINIO;MRI;sag;;T1w;;;;;;;;;;;GD
1;2,88691E+15;MRI;;;;;;;;;;;;;;
1;AXIALT1FSGD5MIN;MRI;ax;;T1w;;;;;;;;;;;GD
1;AXLFLAIR;MRI;ax;;;;;;;;;;;;;
1;STIRCOMPLETO;MRI;;;;stir;;;;;;;;;;
1;MR1-SagCUBET2;MRI;sag;;T2w;tse;;;;;;;;;;
